Full Date,Full Date Timestamp,Month,Day,Year,Transaction,Description,Account Name,Category
"Tuesday, April 08, 2003",2003-04-09T00:00,4,8,2003,11.6,CACTUS CAFE BR3,Credit Card,Restaurants
"Tuesday, April 08, 2003",2003-04-09T00:00,4,8,2003,28.59,CHEVRON 00078945,Checking,Gas & Fuel
"Wednesday, April 09, 2003",2003-04-10T00:00,4,9,2003,9.05,Chipotle,Credit Card,Restaurants
"Wednesday, April 09, 2003",2003-04-10T00:00,4,9,2003,468.11,CHARLOTTE RUSSE,Credit Card,Clothing
"Wednesday, April 09, 2003",2003-04-10T00:00,4,9,2003,34.67,Meter Mcc,Spending,Transportation
"Wednesday, April 09, 2003",2003-04-10T00:00,4,9,2003,33.64,CHEESECAKE,Credit Card,Restaurants
"Wednesday, April 09, 2003",2003-04-10T00:00,4,9,2003,11.6,Chipotle,Credit Card,Restaurants
"Thursday, April 10, 2003",2003-04-11T00:00,4,10,2003,10.13,Chipotle,Spending,Fast Food
"Thursday, April 10, 2003",2003-04-11T00:00,4,10,2003,31.08,HERTZ RENT-A-CAR,Credit Card,Transportation
"Thursday, April 10, 2003",2003-04-11T00:00,4,10,2003,13.53,Chipotle,Spending,Fast Food
"Thursday, April 10, 2003",2003-04-11T00:00,4,10,2003,50.01,Charleys Steakery Mcc,Spending,Restaurants
"Thursday, April 10, 2003",2003-04-11T00:00,4,10,2003,28.02,SHOP.AUTISMSPEAKS.ORG,Credit Card,Charity
"Friday, April 11, 2003",2003-04-12T00:00,4,11,2003,8.2,Qdoba Mexican Grill,Spending,Fast Food
"Friday, April 11, 2003",2003-04-12T00:00,4,11,2003,44.15,SHOP.AUTISMSPEAKS.ORG,Credit Card,Charity
"Friday, April 11, 2003",2003-04-12T00:00,4,11,2003,53.1,KROGER,CREDIT CARD,Groceries
"Friday, April 11, 2003",2003-04-12T00:00,4,11,2003,12.52,WAFFLE HOUSE,Credit Card,Fast Food
"Friday, April 11, 2003",2003-04-12T00:00,4,11,2003,13.39,Amazon.com,Credit Card,Shopping
"Saturday, April 12, 2003",2003-04-13T00:00,4,12,2003,8.46,Subway,Credit Card,Fast Food
"Saturday, April 12, 2003",2003-04-13T00:00,4,12,2003,30.13,HERTZ RENT-A-CAR,Credit Card,Transportation
"Saturday, April 12, 2003",2003-04-13T00:00,4,12,2003,81.7,AMAZON MKTPLACE PMTS,Credit Card,Shopping
"Saturday, April 12, 2003",2003-04-13T00:00,4,12,2003,17.4,GOODFELLAS PIZZA AND W,Credit Card,Restaurants
"Saturday, April 12, 2003",2003-04-13T00:00,4,12,2003,30,Kaiser Permenente Dentist Services,Checking,Health Services
"Sunday, April 13, 2003",2003-04-14T00:00,4,13,2003,49.07,CAL STATE EAST BAY,Credit Card,Transportation
"Sunday, April 13, 2003",2003-04-14T00:00,4,13,2003,31.64,UBER TECHNOLOGIES INC,Credit Card,Transportation
"Sunday, April 13, 2003",2003-04-14T00:00,4,13,2003,449.73,Macy's,Credit Card,Clothing
"Sunday, April 13, 2003",2003-04-14T00:00,4,13,2003,22.74,Strip Mcc,Spending,Restaurants
"Sunday, April 13, 2003",2003-04-14T00:00,4,13,2003,21.57,STANDARD Transportation,Credit Card,Transportation
"Monday, April 14, 2003",2003-04-15T00:00,4,14,2003,9.99,COLDSTONE,Credit Card,Fast Food
"Monday, April 14, 2003",2003-04-15T00:00,4,14,2003,50.77,SPIDER KELLYS,Credit Card,Entertainment
"Monday, April 14, 2003",2003-04-15T00:00,4,14,2003,115.88,TJ MAXX,Credit Card,Shopping
"Monday, April 14, 2003",2003-04-15T00:00,4,14,2003,28.24,UBER,Credit Card,Transportation
"Monday, April 14, 2003",2003-04-15T00:00,4,14,2003,51.93,LOS ANGELES COUNTY FAIR,Credit Card,Entertainment
"Tuesday, April 15, 2003",2003-04-16T00:00,4,15,2003,9.78,Chipotle,Credit Card,Fast Food
"Tuesday, April 15, 2003",2003-04-16T00:00,4,15,2003,120.52,KROGER,CREDIT CARD,Groceries
"Tuesday, April 15, 2003",2003-04-16T00:00,4,15,2003,9.22,Subway,Credit Card,Fast Food
"Tuesday, April 15, 2003",2003-04-16T00:00,4,15,2003,8.83,DIGGERS DINER,Credit Card,Restaurants
"Tuesday, April 15, 2003",2003-04-16T00:00,4,15,2003,11.07,CHIPOTLE,Credit Card,Restaurants
"Wednesday, April 16, 2003",2003-04-17T00:00,4,16,2003,13.4,Five Guys,Bill Pay,Fast Food
"Wednesday, April 16, 2003",2003-04-17T00:00,4,16,2003,13.71,Graeters,Credit Card,Fast Food
"Wednesday, April 16, 2003",2003-04-17T00:00,4,16,2003,23.49,GoFundMe,Credit Card,Charity
"Wednesday, April 16, 2003",2003-04-17T00:00,4,16,2003,50.96,iTunes,Spending,Entertainment
"Wednesday, April 16, 2003",2003-04-17T00:00,4,16,2003,33.9,CHEVRON 00078945,Checking,Gas & Fuel
"Thursday, April 17, 2003",2003-04-18T00:00,4,17,2003,4.58,7-ELEVEN,Credit Card,Fast Food
"Thursday, April 17, 2003",2003-04-18T00:00,4,17,2003,10.23,Subway,Credit Card,Fast Food
"Thursday, April 17, 2003",2003-04-18T00:00,4,17,2003,8.65,WAFFLE HOUSE,Credit Card,Fast Food
"Thursday, April 17, 2003",2003-04-18T00:00,4,17,2003,27.49,TGI FRIDAY'S,Credit Card,Restaurants
"Thursday, April 17, 2003",2003-04-18T00:00,4,17,2003,37.42,Safeway,CREDIT CARD,Groceries
"Friday, April 18, 2003",2003-04-19T00:00,4,18,2003,11.99,MCDONALD'S,Credit Card,Fast Food
"Friday, April 18, 2003",2003-04-19T00:00,4,18,2003,11.07,Subway,Spending,Fast Food
"Friday, April 18, 2003",2003-04-19T00:00,4,18,2003,20.38,RUDY'S CAN'T FAIL CAFE,Credit Card,Restaurants
"Friday, April 18, 2003",2003-04-19T00:00,4,18,2003,13.74,Papa John's,Spending,Fast Food
"Friday, April 18, 2003",2003-04-19T00:00,4,18,2003,13.42,CACTUS CAFE BR3,Credit Card,Restaurants
"Saturday, April 19, 2003",2003-04-20T00:00,4,19,2003,13.59,CHIPOTLE,Credit Card,Restaurants
"Saturday, April 19, 2003",2003-04-20T00:00,4,19,2003,118.05,Food Lion,Spending,Groceries
"Saturday, April 19, 2003",2003-04-20T00:00,4,19,2003,15.23,OAKLAND Transportation METER,Credit Card,Transportation
"Saturday, April 19, 2003",2003-04-20T00:00,4,19,2003,17.55,GIUSEPPES,Credit Card,Restaurants
"Saturday, April 19, 2003",2003-04-20T00:00,4,19,2003,12.01,Subway,Spending,Fast Food
"Sunday, April 20, 2003",2003-04-21T00:00,4,20,2003,59.43,PAYPAL INST XFER,Spending,Entertainment
"Sunday, April 20, 2003",2003-04-21T00:00,4,20,2003,19.87,HUNGS KITCHEN,Credit Card,Restaurants
"Sunday, April 20, 2003",2003-04-21T00:00,4,20,2003,182.58,Express Llc,Spending,Clothing
"Sunday, April 20, 2003",2003-04-21T00:00,4,20,2003,10.97,TONLI DUMPLING HOUSE,Credit Card,Fast Food
"Sunday, April 20, 2003",2003-04-21T00:00,4,20,2003,475,NAVI ED SERV PP STUDNTLOAN 123456 0000 JONES,Bill Pay,Student Loan
"Monday, April 21, 2003",2003-04-22T00:00,4,21,2003,10.59,DUNKIN,Credit Card,Fast Food
"Monday, April 21, 2003",2003-04-22T00:00,4,21,2003,9.05,Chipotle,Spending,Fast Food
"Monday, April 21, 2003",2003-04-22T00:00,4,21,2003,59.11,THE LAYOVER,Credit Card,Entertainment
"Monday, April 21, 2003",2003-04-22T00:00,4,21,2003,119.57,Shop Rite,Credit Card,Groceries
"Monday, April 21, 2003",2003-04-22T00:00,4,21,2003,8.84,CAL STATE EAST BAY,Credit Card,Transportation
"Tuesday, April 22, 2003",2003-04-23T00:00,4,22,2003,82.33,Safeway,Credit Card,Groceries
"Tuesday, April 22, 2003",2003-04-23T00:00,4,22,2003,23.35,PAPA JOHN'S,Credit Card,Fast Food
"Tuesday, April 22, 2003",2003-04-23T00:00,4,22,2003,13.41,Chipotle,Credit Card,Fast Food
"Tuesday, April 22, 2003",2003-04-23T00:00,4,22,2003,8.88,CACTUS CAFE BR3,Credit Card,Restaurants
"Tuesday, April 22, 2003",2003-04-23T00:00,4,22,2003,297.01,Amazon.com AMZN.COM,Credit Card,Christmas Gifts
"Wednesday, April 23, 2003",2003-04-24T00:00,4,23,2003,65.44,Safeway,CREDIT CARD,Groceries
"Wednesday, April 23, 2003",2003-04-24T00:00,4,23,2003,44.8,CINCINNATI AIRPORT,Credit Card,Transportation
"Wednesday, April 23, 2003",2003-04-24T00:00,4,23,2003,32,Hudson News,Credit Card,Clothing
"Wednesday, April 23, 2003",2003-04-24T00:00,4,23,2003,9.94,SQ *SOUTHERN COMFORT KITC,Credit Card,Fast Food
"Wednesday, April 23, 2003",2003-04-24T00:00,4,23,2003,35.68,CHEVRON 00078945,Checking,Gas & Fuel
"Thursday, April 24, 2003",2003-04-25T00:00,4,24,2003,31.49,Kroger,Spending,Groceries
"Thursday, April 24, 2003",2003-04-25T00:00,4,24,2003,34.37,Safeway,CREDIT CARD,Groceries
"Thursday, April 24, 2003",2003-04-25T00:00,4,24,2003,8.38,City Barbeque,Spending,Restaurants
"Thursday, April 24, 2003",2003-04-25T00:00,4,24,2003,13.51,WEST MIDTOWN CORNER TAVE,Credit Card,Fast Food
"Thursday, April 24, 2003",2003-04-25T00:00,4,24,2003,9.78,Popeye's,Spending,Fast Food
"Friday, April 25, 2003",2003-04-26T00:00,4,25,2003,11.69,City Barbeque,Spending,Fast Food
"Friday, April 25, 2003",2003-04-26T00:00,4,25,2003,327.95,Kohl's,Credit Card,Clothing
"Friday, April 25, 2003",2003-04-26T00:00,4,25,2003,9.38,JACK IN THE BOX,Credit Card,Fast Food
"Friday, April 25, 2003",2003-04-26T00:00,4,25,2003,45.15,Safeway,CREDIT CARD,Groceries
"Friday, April 25, 2003",2003-04-26T00:00,4,25,2003,31.76,AUTISM SPEAKS,Credit Card,Charity
"Saturday, April 26, 2003",2003-04-27T00:00,4,26,2003,8.49,Five Guys,Spending,Fast Food
"Saturday, April 26, 2003",2003-04-27T00:00,4,26,2003,29.53,Papa John's,Bill Pay,Fast Food
"Saturday, April 26, 2003",2003-04-27T00:00,4,26,2003,274.88,Amazon.com,Credit Card,Shopping
"Saturday, April 26, 2003",2003-04-27T00:00,4,26,2003,48.87,MARKETON,CREDIT CARD,Groceries
"Saturday, April 26, 2003",2003-04-27T00:00,4,26,2003,8.32,Natural Nails Mcc,Bill Pay,Spa & Massage
"Sunday, April 27, 2003",2003-04-28T00:00,4,27,2003,78.78,KROGER,Credit Card,Groceries
"Sunday, April 27, 2003",2003-04-28T00:00,4,27,2003,69.45,Macy's,Credit Card,Clothing
"Sunday, April 27, 2003",2003-04-28T00:00,4,27,2003,9.49,PIZZA HUT,Credit Card,Fast Food
"Sunday, April 27, 2003",2003-04-28T00:00,4,27,2003,115.46,EXPRESS,Credit Card,Clothing
"Sunday, April 27, 2003",2003-04-28T00:00,4,27,2003,36.67,URBAN TORTILLA,Credit Card,Restaurants
"Monday, April 28, 2003",2003-04-29T00:00,4,28,2003,13.7,JACK IN THE BOX,Credit Card,Fast Food
"Monday, April 28, 2003",2003-04-29T00:00,4,28,2003,24.67,PAPA JOHN'S,Credit Card,Fast Food
"Monday, April 28, 2003",2003-04-29T00:00,4,28,2003,24.8,Nyc Taxi Y,Bill Pay,Transportation
"Monday, April 28, 2003",2003-04-29T00:00,4,28,2003,175.77,AMAZON MKTPLACE PMTS AMZN.COM,Credit Card,Shopping
"Monday, April 28, 2003",2003-04-29T00:00,4,28,2003,110.3,Safeway,CREDIT CARD,Groceries
"Tuesday, April 29, 2003",2003-04-30T00:00,4,29,2003,9.09,CACTUS CAFE BR3,Credit Card,Restaurants
"Tuesday, April 29, 2003",2003-04-30T00:00,4,29,2003,98.26,Cnn Internatio Mcc,Spending,Uncategorized
"Tuesday, April 29, 2003",2003-04-30T00:00,4,29,2003,12.45,SQ *BIG CITY COUNTR,Credit Card,Fast Food
"Tuesday, April 29, 2003",2003-04-30T00:00,4,29,2003,19.03,FLIPDADDY'S MASON,Credit Card,Restaurants
"Tuesday, April 29, 2003",2003-04-30T00:00,4,29,2003,31.67,CHEVRON 00078945,Checking,Gas & Fuel
"Wednesday, April 30, 2003",2003-05-01T00:00,4,30,2003,12.06,COLDSTONE,Credit Card,Fast Food
"Wednesday, April 30, 2003",2003-05-01T00:00,4,30,2003,8.03,Sfo Int Pier,Credit Card,Fast Food
"Wednesday, April 30, 2003",2003-05-01T00:00,4,30,2003,22.51,UBER,Credit Card,Transportation
"Wednesday, April 30, 2003",2003-05-01T00:00,4,30,2003,8.87,CACTUS CAFE BR3,Credit Card,Restaurants
"Wednesday, April 30, 2003",2003-05-01T00:00,4,30,2003,12.48,Chipotle,Spending,Fast Food
"Thursday, May 01, 2003",2003-05-02T00:00,5,1,2003,73.95,1ST WOK EXPRESS,Credit Card,Restaurants
"Thursday, May 01, 2003",2003-05-02T00:00,5,1,2003,28.74,Papa John's,Bill Pay,Fast Food
"Thursday, May 01, 2003",2003-05-02T00:00,5,1,2003,29.75,PAPA JOHN'S,Credit Card,Fast Food
"Thursday, May 01, 2003",2003-05-02T00:00,5,1,2003,12.42,CACTUS CAFE BR3,Credit Card,Restaurants
"Thursday, May 01, 2003",2003-05-02T00:00,5,1,2003,925,RENT PAYMENT - HILLSIDE APARTMENTS,Savings,Mortgage & Rent
"Friday, May 02, 2003",2003-05-03T00:00,5,2,2003,68.47,PUBLIX,Credit Card,Groceries
"Friday, May 02, 2003",2003-05-03T00:00,5,2,2003,40.25,FOOD LION,CREDIT CARD,Groceries
"Friday, May 02, 2003",2003-05-03T00:00,5,2,2003,8.4,McDonald's,Spending,Fast Food
"Friday, May 02, 2003",2003-05-03T00:00,5,2,2003,391.52,AMERICAN AI,Spending,Air Travel
"Friday, May 02, 2003",2003-05-03T00:00,5,2,2003,25,AMERICAN AI,Spending,Air Travel
"Saturday, May 03, 2003",2003-05-04T00:00,5,3,2003,185.78,PAYPAL INST XFER,Credit Card,Clothing
"Saturday, May 03, 2003",2003-05-04T00:00,5,3,2003,197.46,Wal-Mart,Spending,Shopping
"Saturday, May 03, 2003",2003-05-04T00:00,5,3,2003,68.48,Anchor Mcc,Spending,Restaurants
"Saturday, May 03, 2003",2003-05-04T00:00,5,3,2003,8.24,Rocky Mtn Pizza,Spending,Fast Food
"Saturday, May 03, 2003",2003-05-04T00:00,5,3,2003,8.24,CHIPOTLE,Credit Card,Restaurants
"Sunday, May 04, 2003",2003-05-05T00:00,5,4,2003,547.61,Forever 21,Credit Card,Clothing
"Sunday, May 04, 2003",2003-05-05T00:00,5,4,2003,12.22,Subway,Spending,Fast Food
"Sunday, May 04, 2003",2003-05-05T00:00,5,4,2003,15.74,Papa John's,Spending,Fast Food
"Sunday, May 04, 2003",2003-05-05T00:00,5,4,2003,10,SQ *DANVILLE OLD TOWNE BA,Credit Card,Fast Food
"Sunday, May 04, 2003",2003-05-05T00:00,5,4,2003,68.73,BILL PAY PACIFIC GAS & EL ON-LINE xxxxxx99999 ON 05-04,Bill Pay,Electricity
"Monday, May 05, 2003",2003-05-06T00:00,5,5,2003,45.94,KROGER,CREDIT CARD,Groceries
"Monday, May 05, 2003",2003-05-06T00:00,5,5,2003,9.11,FIVE GUYS,Credit Card,Fast Food
"Monday, May 05, 2003",2003-05-06T00:00,5,5,2003,7.41,InterTransportation Mcc,Spending,Transportation
"Monday, May 05, 2003",2003-05-06T00:00,5,5,2003,28.83,Safeway,CREDIT CARD,Groceries
"Monday, May 05, 2003",2003-05-06T00:00,5,5,2003,82.44,BILL PAY COMCAST CABLE CO ON-LINE xxxxxxxxxxx33333 ON 05-05,Bill Pay,Television & Internet
"Tuesday, May 06, 2003",2003-05-07T00:00,5,6,2003,26.13,Safeway,CREDIT CARD,Groceries
"Tuesday, May 06, 2003",2003-05-07T00:00,5,6,2003,8.8,Jimmy John's,Spending,Restaurants
"Tuesday, May 06, 2003",2003-05-07T00:00,5,6,2003,20.94,THRIFTY CAR RENTAL,Credit Card,Transportation
"Tuesday, May 06, 2003",2003-05-07T00:00,5,6,2003,8.28,EL CHOLULA,Credit Card,Restaurants
"Tuesday, May 06, 2003",2003-05-07T00:00,5,6,2003,238.63,Amazon,Bill Pay,Christmas Gifts
"Wednesday, May 07, 2003",2003-05-08T00:00,5,7,2003,40.9,UBER TECHNOLOGIES INC,Credit Card,Transportation
"Wednesday, May 07, 2003",2003-05-08T00:00,5,7,2003,12.18,Chipotle,Bill Pay,Fast Food
"Wednesday, May 07, 2003",2003-05-08T00:00,5,7,2003,119.25,KROGER,Credit Card,Groceries
"Wednesday, May 07, 2003",2003-05-08T00:00,5,7,2003,170.71,Amazon.com AMZN.COM,Credit Card,Christmas Gifts
"Wednesday, May 07, 2003",2003-05-08T00:00,5,7,2003,11.28,POPEYES,Credit Card,Restaurants
"Thursday, May 08, 2003",2003-05-09T00:00,5,8,2003,42.64,TOWER VALET Transportation,Credit Card,Transportation
"Thursday, May 08, 2003",2003-05-09T00:00,5,8,2003,18.4,PAPA JOHN'S,Credit Card,Fast Food
"Thursday, May 08, 2003",2003-05-09T00:00,5,8,2003,12.75,"LAGUARDIA USA, LLC",Credit Card,Fast Food
"Thursday, May 08, 2003",2003-05-09T00:00,5,8,2003,11.77,ESCAPE RESTAURANT LOUNGE,Credit Card,Restaurants
"Thursday, May 08, 2003",2003-05-09T00:00,5,8,2003,31.58,CHEVRON 00078945,Checking,Gas & Fuel
"Friday, May 09, 2003",2003-05-10T00:00,5,9,2003,8.1,CHICK-FIL-A,Credit Card,Fast Food
"Friday, May 09, 2003",2003-05-10T00:00,5,9,2003,27.95,RUBY TUESDAY,Credit Card,Restaurants
"Friday, May 09, 2003",2003-05-10T00:00,5,9,2003,37.97,SFO LOT D,Credit Card,Transportation
"Friday, May 09, 2003",2003-05-10T00:00,5,9,2003,20.6,Taco Mac Mcc,Spending,Restaurants
"Friday, May 09, 2003",2003-05-10T00:00,5,9,2003,89.95,Kroger,Spending,Groceries
"Saturday, May 10, 2003",2003-05-11T00:00,5,10,2003,12.65,CHIPOTLE,Credit Card,Fast Food
"Saturday, May 10, 2003",2003-05-11T00:00,5,10,2003,10.35,Subway,Credit Card,Fast Food
"Saturday, May 10, 2003",2003-05-11T00:00,5,10,2003,12.8,COAST SEAFFOD AND RAW,Credit Card,Restaurants
"Saturday, May 10, 2003",2003-05-11T00:00,5,10,2003,10.39,Chipotle,Spending,Fast Food
"Saturday, May 10, 2003",2003-05-11T00:00,5,10,2003,17.44,GIUSEPPES,Credit Card,Restaurants
"Sunday, May 11, 2003",2003-05-12T00:00,5,11,2003,14.54,UBER TECHNOLOGIES INC,Credit Card,Transportation
"Sunday, May 11, 2003",2003-05-12T00:00,5,11,2003,398.46,H&M,Credit Card,Clothing
"Sunday, May 11, 2003",2003-05-12T00:00,5,11,2003,184.94,Wal-Mart,Spending,Shopping
"Sunday, May 11, 2003",2003-05-12T00:00,5,11,2003,11.97,UBER TECHNOLOGIES INC,Credit Card,Transportation
"Sunday, May 11, 2003",2003-05-12T00:00,5,11,2003,13.23,Jimmy John's,Spending,Restaurants
"Monday, May 12, 2003",2003-05-13T00:00,5,12,2003,78.94,SHOPPERS FOOD WAREH,CREDIT CARD,Groceries
"Monday, May 12, 2003",2003-05-13T00:00,5,12,2003,67.89,SHAPES BROW BAR,Credit Card,Entertainment
"Monday, May 12, 2003",2003-05-13T00:00,5,12,2003,167.08,GUESS,Credit Card,Clothing
"Monday, May 12, 2003",2003-05-13T00:00,5,12,2003,13.53,DIGGERS DINER,Credit Card,Restaurants
"Monday, May 12, 2003",2003-05-13T00:00,5,12,2003,57.77,Neons Mcc,Spending,Entertainment
"Tuesday, May 13, 2003",2003-05-14T00:00,5,13,2003,54.88,TGI Friday's,Spending,Entertainment
"Tuesday, May 13, 2003",2003-05-14T00:00,5,13,2003,164.77,Target,Spending,Shopping
"Tuesday, May 13, 2003",2003-05-14T00:00,5,13,2003,15.8,PAPA JOHN'S,Credit Card,Fast Food
"Tuesday, May 13, 2003",2003-05-14T00:00,5,13,2003,11.08,McDonald's,Spending,Fast Food
"Tuesday, May 13, 2003",2003-05-14T00:00,5,13,2003,8.92,CACTUS CAFE BR3,Credit Card,Restaurants
"Wednesday, May 14, 2003",2003-05-15T00:00,5,14,2003,10.19,Chipotle,Spending,Fast Food
"Wednesday, May 14, 2003",2003-05-15T00:00,5,14,2003,10.48,CACTUS CAFE BR3,Credit Card,Restaurants
"Wednesday, May 14, 2003",2003-05-15T00:00,5,14,2003,11.86,CACTUS CAFE BR3,Credit Card,Restaurants
"Wednesday, May 14, 2003",2003-05-15T00:00,5,14,2003,19.08,PORT JLS Transportation,Credit Card,Transportation
"Wednesday, May 14, 2003",2003-05-15T00:00,5,14,2003,35.02,UBER,Credit Card,Transportation
"Thursday, May 15, 2003",2003-05-16T00:00,5,15,2003,14.88,Kroger,Spending,Groceries
"Thursday, May 15, 2003",2003-05-16T00:00,5,15,2003,24.56,CAL STATE EAST BAY,Credit Card,Transportation
"Thursday, May 15, 2003",2003-05-16T00:00,5,15,2003,112.58,AMAZON MKTPLACE PMTS,Credit Card,Christmas Gifts
"Thursday, May 15, 2003",2003-05-16T00:00,5,15,2003,110.9,Kroger,Spending,Groceries
"Thursday, May 15, 2003",2003-05-16T00:00,5,15,2003,13.47,Chipotle,Spending,Fast Food
"Friday, May 16, 2003",2003-05-17T00:00,5,16,2003,284.73,Target,Credit Card,Shopping
"Friday, May 16, 2003",2003-05-17T00:00,5,16,2003,10.71,Chipotle,Credit Card,Fast Food
"Friday, May 16, 2003",2003-05-17T00:00,5,16,2003,157.54,Target,Credit Card,Shopping
"Friday, May 16, 2003",2003-05-17T00:00,5,16,2003,44.59,UBER TECHNOLOGIES INC,Credit Card,Transportation
"Friday, May 16, 2003",2003-05-17T00:00,5,16,2003,8.09,CACTUS CAFE BR3,Credit Card,Restaurants
"Saturday, May 17, 2003",2003-05-18T00:00,5,17,2003,48.45,SHAPES BROW BAR,Credit Card,Entertainment
"Saturday, May 17, 2003",2003-05-18T00:00,5,17,2003,26.55,RED ROBIN,Credit Card,Restaurants
"Saturday, May 17, 2003",2003-05-18T00:00,5,17,2003,57.01,THE NEW PARISH,Credit Card,Entertainment
"Saturday, May 17, 2003",2003-05-18T00:00,5,17,2003,13.02,Cosmic Deli Corp,Bill Pay,Restaurants
"Saturday, May 17, 2003",2003-05-18T00:00,5,17,2003,83,MYJEWELERYBOX COM,Credit Card,Shopping
"Sunday, May 18, 2003",2003-05-19T00:00,5,18,2003,23.61,SQ *PHILLY CHEESESTEAK,Credit Card,Restaurants
"Sunday, May 18, 2003",2003-05-19T00:00,5,18,2003,123.03,Amazon,Bill Pay,Christmas Gifts
"Sunday, May 18, 2003",2003-05-19T00:00,5,18,2003,9.27,Five Guys,Spending,Fast Food
"Sunday, May 18, 2003",2003-05-19T00:00,5,18,2003,105.14,KROGER,CREDIT CARD,Groceries
"Sunday, May 18, 2003",2003-05-19T00:00,5,18,2003,25.02,CHEVRON 00078945,Checking,Gas & Fuel
"Monday, May 19, 2003",2003-05-20T00:00,5,19,2003,20.97,IHOP,Credit Card,Restaurants
"Monday, May 19, 2003",2003-05-20T00:00,5,19,2003,34.93,InterTransportation Mcc,Spending,Transportation
"Monday, May 19, 2003",2003-05-20T00:00,5,19,2003,249.3,ALDO,Credit Card,Clothing
"Monday, May 19, 2003",2003-05-20T00:00,5,19,2003,137.04,PAYPAL INST XFER,Spending,Shopping
"Monday, May 19, 2003",2003-05-20T00:00,5,19,2003,27.51,AMAZON MKTPLACE PMTS,Credit Card,Shopping
"Tuesday, May 20, 2003",2003-05-21T00:00,5,20,2003,39.33,Safeway,CREDIT CARD,Groceries
"Tuesday, May 20, 2003",2003-05-21T00:00,5,20,2003,12.63,Subway,Credit Card,Fast Food
"Tuesday, May 20, 2003",2003-05-21T00:00,5,20,2003,12.55,CACTUS CAFE BR3,Credit Card,Restaurants
"Tuesday, May 20, 2003",2003-05-21T00:00,5,20,2003,244.89,Amazon.com AMZN.COM,Credit Card,Christmas Gifts
"Tuesday, May 20, 2003",2003-05-21T00:00,5,20,2003,475,NAVI ED SERV PP STUDNTLOAN 123456 0000 JONES,Bill Pay,Student Loan
"Wednesday, May 21, 2003",2003-05-22T00:00,5,21,2003,8.18,CACTUS CAFE BR3,Credit Card,Restaurants
"Wednesday, May 21, 2003",2003-05-22T00:00,5,21,2003,12.03,FIVE GUYS,Credit Card,Fast Food
"Wednesday, May 21, 2003",2003-05-22T00:00,5,21,2003,183.48,Target,Credit Card,Shopping
"Wednesday, May 21, 2003",2003-05-22T00:00,5,21,2003,13.05,Chipotle,Credit Card,Fast Food
"Wednesday, May 21, 2003",2003-05-22T00:00,5,21,2003,48.3,SPEC'S LIQUORS,Credit Card,Entertainment
"Thursday, May 22, 2003",2003-05-23T00:00,5,22,2003,41.5,Kroger,Spending,Groceries
"Thursday, May 22, 2003",2003-05-23T00:00,5,22,2003,9.09,CHIPOTLE,Credit Card,Restaurants
"Thursday, May 22, 2003",2003-05-23T00:00,5,22,2003,267.15,Wal-Mart,Spending,Shopping
"Thursday, May 22, 2003",2003-05-23T00:00,5,22,2003,303.51,SoHo Shopping,Cash,Clothing
"Thursday, May 22, 2003",2003-05-23T00:00,5,22,2003,12.2,"LAGUARDIA USA, LLC",Credit Card,Fast Food
"Friday, May 23, 2003",2003-05-24T00:00,5,23,2003,11.9,FIFO HAAS CAFE,Credit Card,Restaurants
"Friday, May 23, 2003",2003-05-24T00:00,5,23,2003,10.98,POS PURCHASE - JUNGLE JIM S,Spending,Groceries
"Friday, May 23, 2003",2003-05-24T00:00,5,23,2003,139.76,Target,Credit Card,Shopping
"Friday, May 23, 2003",2003-05-24T00:00,5,23,2003,10.79,Philips C Nces,Spending,Fast Food
"Friday, May 23, 2003",2003-05-24T00:00,5,23,2003,13.7,QDOBA,Credit Card,Fast Food
"Saturday, May 24, 2003",2003-05-25T00:00,5,24,2003,22.89,TASTE OF THAI,Credit Card,Restaurants
"Saturday, May 24, 2003",2003-05-25T00:00,5,24,2003,46.51,Uber Technologies Inc,Credit Card,Transportation
"Saturday, May 24, 2003",2003-05-25T00:00,5,24,2003,43.48,UBER,Credit Card,Transportation
"Saturday, May 24, 2003",2003-05-25T00:00,5,24,2003,8.6,Subway,Credit Card,Fast Food
"Saturday, May 24, 2003",2003-05-25T00:00,5,24,2003,30.65,PAPA JOHN'S,Credit Card,Fast Food
"Sunday, May 25, 2003",2003-05-26T00:00,5,25,2003,45.53,KROGER,Credit Card,Groceries
"Sunday, May 25, 2003",2003-05-26T00:00,5,25,2003,13.88,CACTUS CAFE BR3,Credit Card,Restaurants
"Sunday, May 25, 2003",2003-05-26T00:00,5,25,2003,19.78,FIREWOOD CAFE SFO T3,Credit Card,Restaurants
"Sunday, May 25, 2003",2003-05-26T00:00,5,25,2003,30.88,SHOPPERS FOOD WAREH,CREDIT CARD,Groceries
"Sunday, May 25, 2003",2003-05-26T00:00,5,25,2003,66.17,Family Dinner Tix,Venmo,Entertainment
"Monday, May 26, 2003",2003-05-27T00:00,5,26,2003,88.86,PLATED,CREDIT CARD,Groceries
"Monday, May 26, 2003",2003-05-27T00:00,5,26,2003,10.09,FIFO HAAS CAFE,Credit Card,Restaurants
"Monday, May 26, 2003",2003-05-27T00:00,5,26,2003,52.13,Quick Trip,Cash,Groceries
"Monday, May 26, 2003",2003-05-27T00:00,5,26,2003,8.99,Subway,Credit Card,Fast Food
"Monday, May 26, 2003",2003-05-27T00:00,5,26,2003,9.61,COLDSTONE,Credit Card,Fast Food
